Customer Name,Year of Birth,Customer Gender,Customer Email,Customer City,Sales Employee,Sales Channel,Ad Media,Product ID,Order Date,Delivery Date,Invoice Date,Sales Amount,Cash Collected,Outstanding Amount,Overdue
Brittany Smith,2002,Male,suzanne57@example.org,C03,E04,Distributors,TV,P04,8/22/2021,9/20/2021,8/22/2021,20795.51,4512.9,0,Yes
Elizabeth Gutierrez,2000,Female,kenneth06@example.com,C01,E01,Online,KOL,P05,8/11/2020,8/25/2020,8/11/2020,19886.75,4091.35,11386.64,Yes
Denise Glover,1975,Female,timothy62@example.com,C02,E04,Online,TV,P04,12/14/2018,12/24/2018,12/14/2018,21398.34,837.87,14013.17,No
Thomas Howard,1987,Female,jacobwallace@example.org,C02,E02,Distributors,Social Media,P04,1/8/2023,1/22/2023,1/8/2023,20480.43,8464.48,0,No
Samantha Rice,1979,Female,watsonkenneth@example.org,C02,E03,Distributors,KOL,P02,5/4/2020,5/23/2020,5/4/2020,29960.01,2732.23,21688.81,No
Lawrence Williams,2004,Female,knightandrew@example.net,C01,E02,In-store,KOL,P02,7/5/2022,7/21/2022,7/5/2022,29061.69,5371.18,25031.59,No
Kathleen Bradley,1994,Female,powersanthony@example.net,C01,E01,Distributors,KOL,P03,6/15/2023,6/30/2023,6/15/2023,33110.69,19170.46,0,No
Matthew Ray,2001,Female,gregoryjohnson@example.net,C01,E03,Online,Social Media,P04,6/23/2022,7/5/2022,6/23/2022,21960.77,10158.57,0,No
Jared Francis,1971,Male,ryan79@example.net,C02,E08,Distributors,TV,P01,8/26/2022,9/4/2022,8/26/2022,19034.24,2172.29,5385.22,Yes
,1995,Male,sanchezarthur@example.org,C01,E04,Distributors,Social Media,P01,7/26/2023,8/25/2023,7/26/2023,20875.69,130.92,10448.21,No
James Jones,1976,Male,ericmills@example.com,C02,E02,Online,Email,P02,7/14/2023,7/21/2023,7/14/2023,23982.46,18783.37,0,Yes
Rhonda Brown,1970,Female,zdiaz@example.org,C02,E08,In-store,Social Media,P04,3/12/2019,4/9/2019,3/12/2019,21266.43,3425.98,12969.89,Yes
Sharon Fuller,1974,Male,elizabeth75@example.net,C03,E02,Distributors,Social Media,P01,3/5/2022,3/29/2022,3/5/2022,23793.17,3540.25,5591.39,No
Heather Taylor,1985,Female,trevormcintyre@example.net,C01,E05,Distributors,TV,P01,11/15/2023,12/11/2023,11/15/2023,24748.38,5695.86,7564.88,No
Ms. Jennifer Wood,2000,Male,douglasjonathan@example.org,C03,E04,Distributors,KOL,P05,5/9/2022,5/22/2022,5/9/2022,21460.22,4538.22,3246.04,Yes
Sandra Davis,2005,Male,rachaelking@example.com,C01,E08,In-store,Social Media,P04,10/18/2018,11/8/2018,10/18/2018,15208.09,3237.99,2580.92,No
Alexander Casey,1981,Male,stephaniejohns@example.net,C03,E07,Online,TV,P01,10/29/2018,11/4/2018,10/29/2018,26556.36,853.46,9711.66,No
Daniel Ballard,1989,Male,wgraham@example.net,C02,E01,Distributors,KOL,P04,8/5/2023,8/27/2023,8/5/2023,16072.2,2629.44,4490.39,No
Sarah Taylor,1987,Male,allensteven@example.org,C03,E01,In-store,TV,P04,1/18/2021,2/2/2021,1/18/2021,18856.7,971.89,6606.22,No
Jesse Barrett,1989,Female,cathy68@example.com,C02,E06,Online,TV,P05,1/27/2020,1/31/2020,1/27/2020,22238.92,406.68,4013.41,No
Andrew Moody,2003,Male,tiffany74@example.net,C01,E07,Distributors,KOL,P01,3/16/2019,3/23/2019,3/16/2019,21717.73,17169.34,0,No
Connie Gonzalez,1989,Female,carol81@example.net,C02,E03,In-store,Social Media,P04,8/19/2018,9/9/2018,8/19/2018,20705.99,1419.78,7482.88,Yes
Mrs. Beth Martinez,2004,Male,andrea65@example.com,C01,E05,,Email,P01,11/18/2019,12/2/2019,11/18/2019,20728.46,11571.3,0,No
Mark Sanders,2000,Male,austinjerome@example.com,C01,E01,Online,TV,P03,12/4/2020,12/12/2020,12/4/2020,26845.02,14032.37,0,Yes
Heather Frank,2002,Female,qhernandez@example.org,C01,E02,Online,Social Media,P03,9/15/2019,10/12/2019,9/15/2019,34221.25,30913.84,0,No
Joseph Obrien,1972,Female,qbaker@example.com,C02,E01,Online,TV,P05,11/17/2019,12/16/2019,11/17/2019,21694.33,708.26,9876.81,No
Amanda Garrison,2004,Male,robert48@example.net,C02,E04,In-store,Social Media,P01,2/24/2018,3/20/2018,2/24/2018,21926.68,691.86,9516.71,No
William Mcmillan,2001,Female,robinstewart@example.com,C01,E01,In-store,TV,P01,7/11/2021,7/18/2021,7/11/2021,20765.94,3561.73,6854.2,No
Samantha Baker,1999,Male,morrismichelle@example.net,C02,E01,Online,KOL,P02,7/18/2018,8/4/2018,7/18/2018,25272.89,578.1,26182.71,No
Garrett Tucker,1996,Male,griffithdana@example.org,C01,E02,Online,Social Media,P05,7/24/2023,8/10/2023,7/24/2023,14413.4,495.26,9324.6,Yes
Christopher Campos,2001,Male,fuentesamanda@example.org,C01,E05,Online,KOL,P01,3/11/2023,3/16/2023,3/11/2023,20130.97,951.94,22924.95,No
Antonio Scott,2001,Male,kevinpatterson@example.net,C01,E04,Distributors,Social Media,P04,9/17/2021,10/9/2021,9/17/2021,18928.71,188.04,7166.07,Yes
Christopher Harris,1976,Female,rthornton@example.com,C03,E02,Online,KOL,P02,5/3/2022,5/23/2022,5/3/2022,34021.42,4274.87,43248.19,No
Richard Guzman,2002,Female,justingrant@example.com,C01,E06,Online,KOL,P01,10/12/2018,10/28/2018,10/12/2018,25049.13,4584.19,30712.93,No
Anthony Anderson,1996,Female,vpage@example.net,C01,E02,Online,TV,P03,1/14/2021,1/21/2021,1/14/2021,33305.74,2402.51,11565.35,Yes
Sarah Mclean,1982,Male,dawnfrank@example.org,C02,E02,Online,TV,P04,3/3/2023,4/1/2023,3/3/2023,19145.31,1025.61,6402.44,No
Stacy Martinez,2004,Male,jasonmullen@example.net,C01,E04,Distributors,TV,P01,9/2/2021,9/22/2021,9/2/2021,21338.51,977.19,7343.47,Yes
Austin Ashley,1988,Male,vanessa25@example.org,C03,E03,Online,TV,P03,7/22/2021,7/28/2021,7/22/2021,31997.41,34.28,11977.75,No
Renee Hall,2001,Male,markmcdaniel@example.net,C02,E03,Distributors,Social Media,P02,12/12/2018,12/24/2018,12/12/2018,26039.5,7623.09,0,Yes
Phillip Rogers,2001,Female,nobleelizabeth@example.net,C03,E01,Online,KOL,P02,2/16/2023,2/28/2023,2/16/2023,26527.76,2171.24,44975.66,No
Mr. Shawn Dominguez,1982,Female,hphillips@example.net,C02,E03,Online,KOL,P04,11/30/2023,12/23/2023,11/30/2023,20455.67,25989.87,0,No
Bradley Pearson,2003,Male,lance00@example.com,C01,E02,Distributors,Social Media,P02,12/23/2022,12/31/2022,12/23/2022,24144.24,3749.04,8861.93,Yes
James Jordan,2002,Female,duanelyons@example.org,C02,E03,Online,Social Media,P02,4/27/2018,5/16/2018,4/27/2018,27894.49,27414.09,0,No
David Cordova,1985,Female,marywallace@example.org,C03,E05,Online,KOL,P02,7/30/2021,8/9/2021,7/30/2021,31057.94,1305.76,41423.98,No
Jacqueline Jordan,1998,Male,vlee@example.com,C02,E07,Distributors,TV,P02,4/27/2018,5/16/2018,4/27/2018,27257.78,2800.93,5227.21,No
Anthony Smith,2000,Female,hendersontamara@example.com,C01,E05,Online,Email,P02,1/8/2018,1/10/2018,1/8/2018,26056.51,4067.42,21656.99,No
Andrew Strickland,1995,Male,goodwinmonique@example.net,C03,E03,Distributors,TV,P01,3/5/2021,3/30/2021,3/5/2021,22516.2,5488.55,0,No
John Rice,2002,Female,kcaldwell@example.net,C01,E04,Distributors,KOL,P04,11/7/2022,11/23/2022,11/7/2022,20445.52,1044.26,9342.65,Yes
Marc Anderson,1986,Male,amiller@example.net,C01,E05,Online,Social Media,P01,9/5/2023,10/5/2023,9/5/2023,20732.8,372.12,19967.9,Yes
Ashley Bates,1997,Male,jessica89@example.com,C01,E03,Distributors,KOL,P02,12/11/2021,12/22/2021,12/11/2021,25522.17,14481.58,0,No
Lance Stevens,2005,Female,derrick55@example.net,C01,E02,Distributors,TV,P01,8/8/2021,8/13/2021,8/8/2021,23641.54,6758.82,6266.25,No
Mr. Tyler Bean,2002,Female,iblankenship@example.org,C03,E01,In-store,KOL,P04,6/18/2022,6/24/2022,6/18/2022,22950.79,2228.37,9534.2,No
Gregory Hogan,2000,Female,mindyhoffman@example.com,C02,,In-store,TV,P04,12/15/2018,1/9/2019,12/15/2018,18897.66,6628.37,7834.53,No
Kelsey Vazquez,2000,Female,joanna76@example.net,C01,E06,Distributors,TV,P05,3/13/2021,3/24/2021,3/13/2021,21614.6,1569.73,1558.91,No
Brian Avila,2004,Male,sabrina40@example.com,C01,E02,Online,KOL,P02,8/18/2020,8/19/2020,8/18/2020,25755.98,3158.47,29212.36,No
Michelle Lewis,1997,Female,amanda28@example.org,C03,E06,In-store,KOL,P04,6/13/2020,6/19/2020,6/13/2020,25416.11,876.8,6449.23,No
Mitchell Roberts,2002,Male,rrodriguez@example.com,C03,E04,In-store,Social Media,P04,11/12/2019,11/28/2019,11/12/2019,18475.58,5299.07,5750.33,No
Martha Anderson,1997,Male,jackson10@example.org,C03,E06,Online,Social Media,P03,1/22/2021,2/14/2021,1/22/2021,36165.41,2963.45,13337.3,No
Amy Arnold,1998,Male,joshua17@example.com,C01,E03,Distributors,Email,P01,12/31/2022,1/28/2023,12/31/2022,19653.13,6727.73,0,Yes
Jeremy Gonzalez,1971,Male,groberts@example.org,C03,E05,Distributors,KOL,P03,1/21/2018,2/15/2018,1/21/2018,31947.87,1660.07,16874.53,No
Steve Robertson,1973,Female,tanya62@example.net,C02,E03,Distributors,KOL,P05,12/28/2021,1/11/2022,12/28/2021,19974.78,313.76,8564.16,Yes
Eugene Kennedy,1998,Female,jasonfields@example.net,C02,E01,Distributors,KOL,P04,9/4/2022,9/19/2022,9/4/2022,19779.71,1096.41,5232.96,No
Barbara Wise,1967,Female,ugonzales@example.org,C01,E04,Online,KOL,P01,8/10/2021,8/14/2021,8/10/2021,25126.84,2756.27,20469.44,Yes
Aaron Johnson,2003,Female,johnathan39@example.net,C01,E03,In-store,TV,P01,6/10/2022,7/4/2022,6/10/2022,24186.32,1326.52,12152.74,No
Faith Lucas,1998,Female,pjackson@example.org,C01,E02,Distributors,Email,P02,8/26/2018,9/7/2018,8/26/2018,28679.63,70.48,10822.41,No
Jennifer Williamson,1970,Male,williamstewart@example.com,C03,E07,Distributors,KOL,P05,9/25/2018,9/27/2018,9/25/2018,20105.88,12738.78,0,Yes
Jonathan Dorsey,2002,Female,masseyjack@example.net,C01,E02,Online,TV,P03,9/19/2023,10/1/2023,9/19/2023,32609.46,26483.57,0,Yes
Thomas Jones,1970,Male,chavezkenneth@example.com,C02,E01,Online,Social Media,P05,7/9/2023,7/12/2023,7/9/2023,14678.48,744.26,11450.06,No
Jason Kent,2000,Male,justin68@example.org,C02,E02,Online,KOL,P03,11/1/2020,11/11/2020,11/1/2020,31555.96,1934.03,13431.23,No
Kimberly Rodriguez,2001,Male,danclark@example.net,C02,E03,Online,KOL,P04,11/28/2018,12/27/2018,11/28/2018,16596.98,282.5,13249.48,No
Alexander Miller,2003,Male,charleshunt@example.net,C03,E06,In-store,TV,P04,1/30/2021,2/4/2021,1/30/2021,23954.1,586.7,8770.13,No
Yolanda Scott,1990,Male,scottlisa@example.org,C01,E06,In-store,Social Media,P02,5/28/2020,6/23/2020,5/28/2020,27602.82,397.93,17469.03,No
Jonathan Ward,2000,Male,rollinspaul@example.com,C01,E01,Online,KOL,P01,11/25/2018,12/5/2018,11/25/2018,21850.02,4248.33,14948.36,No
Charles Stokes,2005,Female,patrickanderson@example.org,C03,E06,In-store,Email,P01,8/25/2018,9/12/2018,8/25/2018,28214.2,8102.01,0,No
Caleb Andrews MD,1992,Female,ymyers@example.org,C03,E02,In-store,KOL,P04,5/6/2022,5/23/2022,5/6/2022,23257.7,18917.61,,No
Brian Lawson,1973,Female,amandareed@example.net,C01,E02,Online,TV,P02,3/25/2019,4/20/2019,3/25/2019,30149.1,871.4,20516.14,No
Candice Hanson,1992,Female,jacksonpamela@example.org,C01,E01,Online,Email,P03,1/8/2023,1/24/2023,1/8/2023,33905.1,1472.66,23272.19,No
Sheila Proctor,1998,Male,dawn83@example.org,C01,E01,In-store,Email,P01,12/2/2023,12/28/2023,12/2/2023,21250.76,4794.62,6486.68,Yes
Lauren Bell,2001,Female,bakerlarry@example.com,C01,E05,Distributors,KOL,P04,4/21/2020,4/30/2020,4/21/2020,20514.26,5306.44,10969.43,No
Jason Taylor,2003,Male,omartinez@example.net,C01,E07,Distributors,KOL,P05,4/4/2020,4/12/2020,4/4/2020,17419.32,9311.53,0,No
Tammy Weeks,1976,Male,bryanttracy@example.net,C01,E03,Online,Email,P05,8/30/2022,9/15/2022,8/30/2022,15860.88,11941.27,0,Yes
Melanie Stafford,1999,Female,david26@example.net,C02,E06,Distributors,Email,P05,10/10/2021,10/27/2021,10/10/2021,21338,367.13,5356.61,No
Richard Carter,2005,Female,ashley10@example.net,C01,E06,In-store,TV,P03,10/20/2020,11/12/2020,10/20/2020,38554.84,2906.04,15685.54,No
Shelly Daniels,1989,Male,djones@example.com,C02,E04,Online,KOL,P03,10/22/2022,10/25/2022,10/22/2022,31055.82,30158.59,0,No
Douglas Gonzalez,2005,Male,jenkinserin@example.com,C01,E08,In-store,TV,P05,3/11/2019,3/31/2019,3/11/2019,15894.1,7277.98,0,Yes
Terri Johnson,1998,Male,nancy88@example.com,C03,E06,Online,KOL,P02,6/27/2021,7/7/2021,6/27/2021,28696.86,7178.96,38627.92,No
Shelly Williams,2003,Male,wgarrison@example.com,C03,E02,Online,Email,P03,11/23/2019,12/12/2019,11/23/2019,35059.79,3347.03,11343.22,No
William Shepherd,1985,Female,philliproberson@example.net,C01,E06,Online,KOL,P02,3/1/2020,3/28/2020,3/1/2020,32869.54,1240.9,22227.99,No
Lisa Mann,1992,Female,victoriabyrd@example.net,C01,E05,In-store,TV,P02,1/24/2022,2/6/2022,1/24/2022,27383.68,22364.75,0,No
Christopher Gardner,1999,Male,larrylang@example.com,C01,E03,In-store,Social Media,P05,8/11/2019,9/3/2019,8/11/2019,15360.28,1812,5237.33,Yes
Kimberly Reid,1976,Male,brooksmargaret@example.org,C02,E01,Online,KOL,P03,10/7/2020,10/19/2020,10/7/2020,31508.07,37703.3,0,No
Bryan Sullivan,1973,Male,anthonywalker@example.org,C01,E02,Online,Email,P02,4/10/2021,4/27/2021,4/10/2021,23628.24,17312.31,0,No
Jason Griffin,2002,Male,josephkelly@example.com,C02,E06,In-store,KOL,P01,9/14/2021,9/22/2021,9/14/2021,22684.38,16302.7,0,No
Phillip Woods MD,1986,Male,melanie42@example.org,C01,E02,Distributors,Email,P01,2/4/2018,2/23/2018,2/4/2018,20862.19,8094.08,0,No
Ebony Flores,2002,Male,laurenwilson@example.net,C01,E08,Online,KOL,P02,6/8/2019,6/30/2019,6/8/2019,25836.12,2255.97,22497.44,Yes
Samuel Cuevas,1970,Male,christopherhahn@example.org,C03,E05,In-store,KOL,P05,11/22/2018,12/5/2018,11/22/2018,16918.4,2459.95,5443.78,No
Christopher Baker,1981,Female,thompsonstephen@example.net,C02,E03,Online,TV,P02,9/18/2023,9/27/2023,9/18/2023,29526.06,1313.4,20273.84,Yes
Megan Anderson,1968,Female,baileyking@example.com,C03,E04,,KOL,P03,12/22/2018,1/1/2019,12/22/2018,34436.98,22415.18,0,Yes
David Thomas,1965,Female,ealexander@example.net,C01,E04,Distributors,,P04,4/26/2020,5/8/2020,4/26/2020,19727.7,810.91,3488.05,Yes
Robert Garcia,2003,Male,kmoon@example.com,C03,E08,Online,KOL,P05,4/9/2019,5/2/2019,4/9/2019,17023.92,4786.62,18970.23,No
Lori Williams,2000,Female,kylelane@example.org,C02,E01,In-store,Email,P02,8/26/2018,9/1/2018,8/26/2018,27454.09,19549.34,0,Yes
Brenda Williams,2005,Female,michael75@example.org,C01,E02,Distributors,Social Media,P01,3/22/2020,4/3/2020,3/22/2020,24001.76,1814.08,10175.11,No
Lauren Hernandez,2000,Male,allison94@example.com,C02,E05,Online,KOL,P05,11/10/2022,11/21/2022,11/10/2022,17656.84,2804.82,21984.33,No
Eric White,1979,Male,zparrish@example.com,C01,E02,Online,KOL,P02,3/12/2018,3/19/2018,3/12/2018,24858.92,807.46,21088.06,No
Taylor Mcdonald,1979,Male,byoung@example.com,C03,E06,Distributors,Social Media,P04,4/27/2018,5/9/2018,4/27/2018,23927.14,6541.1,0,No
Steven Hopkins,1990,Female,glennhansen@example.com,C01,E02,Distributors,Social Media,P01,5/3/2019,5/15/2019,5/3/2019,25440.33,5763.88,10384.11,Yes
John Haynes,1995,Female,leetravis@example.org,C01,E01,Distributors,Social Media,P01,9/9/2021,9/25/2021,9/9/2021,23821.92,5294.22,8457.39,Yes
Joshua Little,1974,Male,melissathornton@example.org,C01,E01,Distributors,Social Media,P04,9/8/2022,9/24/2022,9/8/2022,18004.51,1757.11,5108.12,No
Emily Scott,1969,Male,zbarton@example.net,C01,E04,In-store,TV,P02,9/20/2023,9/21/2023,9/20/2023,25863.13,3232.91,0,Yes
Robert Johnson,1965,Male,colemanmark@example.org,C02,E06,In-store,KOL,P02,11/12/2023,11/17/2023,11/12/2023,27353.2,1109.34,18098.45,No
Jeffrey Peterson,1977,Male,susanhenderson@example.com,C02,E02,In-store,KOL,P05,1/24/2023,,1/24/2023,17023.87,1500.86,10584.11,Yes
David King,1991,Female,shawn08@example.com,C02,E07,Distributors,KOL,P02,1/9/2023,1/12/2023,1/9/2023,29122.76,17583.19,0,No
Mrs. Robin Gardner,1977,Male,jason43@example.com,C01,E05,Online,Social Media,P03,12/12/2022,12/28/2022,12/12/2022,31326.46,5685.85,43489.3,Yes
Kevin Henderson,2002,Female,yvonnelane@example.org,C01,E01,Online,KOL,P03,3/14/2019,4/9/2019,3/14/2019,32324.7,6143.74,43755.11,No
John Sanchez,2001,Female,glenda14@example.net,C01,E04,Online,Social Media,P01,11/16/2018,11/29/2018,11/16/2018,22955.34,5091.75,15532.03,Yes
Sean Jones,1999,Male,khernandez@example.org,C01,E04,Distributors,KOL,P01,4/2/2021,4/16/2021,4/2/2021,21530.04,8900.42,0,Yes
James Alexander,1985,Male,johnsonwilliam@example.com,C03,E01,Online,KOL,P03,6/26/2023,7/5/2023,6/26/2023,32350.08,1216.2,39346.93,No
Keith Chavez,2002,Male,millerrichard@example.net,C01,E02,Distributors,Email,P04,4/19/2023,4/27/2023,4/19/2023,18306.03,5361.81,0,No
Alicia Jarvis,1973,Female,daniel40@example.com,C03,E03,Distributors,Email,P01,2/25/2022,3/16/2022,2/25/2022,27110.33,1177.23,10973.24,No
Shelley Walker,2004,Male,wproctor@example.com,C03,E01,Online,Email,P02,1/8/2022,1/25/2022,1/8/2022,26046.25,1210.28,19307.45,No
Michelle Donovan,1998,Male,jared54@example.org,C01,E01,Distributors,Social Media,P01,6/25/2021,7/1/2021,6/25/2021,22786.88,10089.28,0,No
Sean Pennington,2005,Male,lsharp@example.com,C02,E01,Online,TV,P02,7/14/2023,8/1/2023,7/14/2023,26558.69,9696.52,0,No
Carol Strickland,2002,Female,fdyer@example.org,C01,E02,Online,Social Media,P05,2/27/2020,3/13/2020,2/27/2020,18990.62,22092.95,0,No
Faith Stevenson,2001,Male,aaronbates@example.com,C02,E05,Distributors,KOL,P02,2/15/2018,3/9/2018,2/15/2018,25369.5,2235.58,8102.75,No
Norman Johnson,1997,Male,bruiz@example.org,C02,E06,Distributors,KOL,P04,4/14/2023,4/21/2023,4/14/2023,21182.48,3137.25,4671.49,No
Lydia Williams,2004,Male,lowen@example.net,C03,E01,Online,KOL,P01,7/27/2019,8/13/2019,7/27/2019,24150.84,1410.8,22164.83,No
Carmen Ramos,2005,Male,johnquinn@example.com,C02,E05,In-store,Social Media,P03,10/1/2023,10/21/2023,10/1/2023,32586.02,1771.67,20108.16,No
Michaela Andersen,1967,Male,fred61@example.net,C03,E05,Online,TV,P05,,9/16/2021,,17310.81,2450.85,3874.4,No
Michael Schmidt,2003,Female,hallpatricia@example.net,C01,E07,Distributors,Email,P05,1/30/2022,2/23/2022,1/30/2022,21442.35,3429.07,2043.59,Yes
Lynn Schroeder,1990,Male,travis23@example.net,C01,E08,Distributors,TV,P03,7/31/2020,8/4/2020,7/31/2020,28774.15,2335.27,4021.79,Yes
Shane Conway,1992,Male,ryankellie@example.com,C02,E01,Online,Social Media,P01,2/17/2023,3/19/2023,2/17/2023,19604.31,5100.67,10831.91,No
Kendra Joseph,1974,Male,molinajustin@example.net,C01,E01,Distributors,Social Media,P04,1/17/2020,2/9/2020,1/17/2020,17791.83,3852.54,4793.51,No
James Vargas,1971,Female,qbrooks@example.com,C01,E06,Distributors,KOL,P03,12/8/2021,12/20/2021,12/8/2021,34974.78,23330.78,0,No
Michael Mcguire,1979,Male,anacollins@example.org,C01,E01,Online,TV,P01,10/20/2022,10/23/2022,10/20/2022,20362.49,1820.13,9989.11,No
Cameron Murphy,1975,Female,williamserin@example.com,C03,E01,Distributors,Email,P04,7/25/2021,8/4/2021,7/25/2021,20880.51,2412.73,1576.44,No
Shawn West,1987,Male,cannonteresa@example.net,C02,E07,In-store,Social Media,P03,2/1/2018,2/18/2018,2/1/2018,29015.51,4102.57,19467.53,No
Katherine Smith PhD,2004,Female,kbooth@example.org,C03,E07,Online,KOL,P01,8/12/2021,9/2/2021,8/12/2021,26572.94,31406.9,0,Yes
Charles Smith,1997,Female,imedina@example.com,C02,E02,In-store,Email,P02,10/22/2022,11/2/2022,10/22/2022,32017.32,1500.56,7009.37,No
Kathy Roach,1998,Female,ramostrevor@example.com,C01,E06,Distributors,Email,P02,8/29/2021,9/8/2021,8/29/2021,31143.76,54.05,7179.66,No
Brian Lester,2001,Male,norriselizabeth@example.net,C01,E06,Distributors,Email,P04,11/11/2022,11/21/2022,11/11/2022,21294.18,3980.61,0,No
Janice Stevenson,2000,Female,holtfrank@example.org,C02,E04,In-store,Social Media,P02,2/10/2020,2/23/2020,2/10/2020,30417.48,13844.18,0,No
Christina James,1992,Male,bakergregory@example.org,C03,E04,In-store,Email,P03,3/15/2023,4/4/2023,3/15/2023,33172.2,15510.94,0,No
John Duncan,1966,Male,janet61@example.org,C02,E04,Distributors,Social Media,P03,3/21/2018,4/2/2018,3/21/2018,34234.59,1854.25,18483.8,Yes
Jeremy Novak,1998,Male,alvarezgilbert@example.org,C01,E02,Online,TV,P02,3/1/2018,3/16/2018,3/1/2018,25975.44,2371.05,20320.99,No
Carolyn Ellis,1992,Male,juliapotts@example.org,C02,E04,Online,KOL,P04,3/20/2019,4/2/2019,3/20/2019,19613.08,3375,14049.09,Yes
Michelle Pollard,1981,Male,cody01@example.net,C03,E02,Distributors,Social Media,P05,7/21/2020,8/4/2020,7/21/2020,19308.93,230.18,5500.82,No
Joseph Davidson,1971,Female,jamie20@example.org,C02,E01,Distributors,Social Media,P05,8/14/2020,9/12/2020,8/14/2020,16003.69,4745.13,0,Yes
Phillip Russell,1965,,ajones@example.com,C01,E03,In-store,TV,P01,7/14/2022,7/16/2022,7/14/2022,17809.8,1315.45,4324.74,No
Chase Morrison,1998,Male,erinwagner@example.org,C02,E05,Online,TV,P04,7/2/2020,7/14/2020,7/2/2020,17530.42,3243.27,11219.67,No
Miss Nicole Arias,1999,Female,douglaswilliams@example.net,C01,E04,Online,Social Media,P02,8/11/2018,8/15/2018,8/11/2018,30078.82,699.99,25634.44,No
Mr. David Valdez DDS,1989,Male,scott46@example.net,C01,E08,In-store,Social Media,P01,8/3/2023,8/7/2023,8/3/2023,20491.8,10261.18,0,Yes
Beth Scott,1990,Male,hlopez@example.com,C03,E04,Online,KOL,P02,4/30/2022,5/17/2022,4/30/2022,26473.42,2425.32,19898.29,Yes
Dominique Johnson,1990,Male,dcastillo@example.com,C03,E01,In-store,Social Media,P01,1/23/2018,2/14/2018,1/23/2018,22777.3,4159.82,9158.5,No
Sarah Hall,1997,Female,joshuabrooks@example.net,C01,E01,Online,KOL,P02,3/28/2019,4/21/2019,3/28/2019,27165.11,852.02,23122.07,No
Michael Bell,2004,Male,gwood@example.com,C01,E01,In-store,Email,P03,10/20/2023,11/11/2023,10/20/2023,27990.67,17539.98,0,No
Kenneth Griffin,1981,Male,stanley70@example.com,C02,E01,Online,Social Media,P04,3/20/2019,3/23/2019,3/20/2019,17290.48,11535.14,0,No
Cory Herrera,2001,Female,ashley74@example.net,C03,E04,Online,TV,P02,8/12/2018,8/21/2018,8/12/2018,31084.24,3228.25,14216.72,No
Katie Wells,1978,Male,qlewis@example.com,C01,E06,Distributors,TV,P04,11/19/2023,12/11/2023,11/19/2023,17973.35,4966.55,697.72,No
Kyle Fritz,1981,Male,marygarcia@example.org,C01,E07,Online,Social Media,P01,11/29/2018,12/11/2018,11/29/2018,20421.61,2076.79,16699.89,Yes
Jonathan Hancock,1990,Female,murphyeric@example.org,C03,E03,Online,Social Media,P03,11/8/2023,11/26/2023,11/8/2023,36123.45,738.78,35235.87,No
Kristy Byrd,1968,Male,julieduncan@example.net,C02,E04,Distributors,Social Media,P02,9/17/2018,9/30/2018,9/17/2018,28804.88,2536.46,7322.86,Yes
Patricia Marks,1985,Female,virginiadiaz@example.net,C03,E06,Online,KOL,P02,3/12/2021,3/27/2021,3/12/2021,34740.44,28064.9,0,No
Richard Smith,2005,Male,andrewmiller@example.com,C01,E02,Online,TV,P01,9/27/2022,10/5/2022,9/27/2022,23689.65,55.54,11601.71,Yes
Jasmine Simon,1978,Male,icole@example.net,C02,E04,Distributors,TV,P01,10/17/2018,11/8/2018,10/17/2018,23522.54,1260.35,3511.15,Yes
Denise Peters,1999,Male,devin41@example.com,C01,E01,Online,Social Media,P04,6/4/2021,6/21/2021,6/4/2021,17282.35,673.46,7375.89,No
Maria Little,2003,Male,katherine58@example.net,C01,E03,In-store,Email,P04,10/22/2018,10/28/2018,10/22/2018,16951.27,1688.02,6076.8,No
Jordan Davis,1991,Male,ybarrera@example.com,C01,E01,In-store,KOL,P04,11/8/2021,11/10/2021,11/8/2021,16755,4593.7,11739.56,No
Patrick Day,1984,Female,tamaradean@example.org,C01,E03,Distributors,KOL,P02,2/7/2019,2/27/2019,2/7/2019,29137.95,16159.41,0,No
Sabrina Pitts,1975,Male,erin74@example.com,C01,E03,Online,Social Media,P03,1/23/2021,2/3/2021,1/23/2021,29454.71,18075.2,0,Yes
Allison Harris,2003,Male,david00@example.org,C03,E03,Online,TV,P02,9/21/2023,10/3/2023,9/21/2023,30492.2,16553.15,0,No
Nathaniel Douglas,2003,Male,broy@example.net,C02,E02,Distributors,Email,P01,9/17/2023,9/23/2023,9/17/2023,22134.66,10043.61,0,Yes
Patrick Garcia,2004,Female,sanchezashley@example.com,C02,E01,Distributors,Social Media,P01,7/1/2022,7/13/2022,7/1/2022,22383.66,1479.35,5566.17,No
Ashley Kim,2001,Male,kellydalton@example.org,C01,E02,In-store,KOL,P05,3/30/2018,4/19/2018,3/30/2018,15832.19,550.66,12167.09,No
Matthew Cox,1989,Male,rachel58@example.org,C02,E02,Distributors,TV,P03,10/28/2022,10/29/2022,10/28/2022,33994.91,725.04,10634.44,No
Daniel Gonzalez,2003,Male,megandavenport@example.net,C02,E05,Online,TV,P04,8/7/2021,8/30/2021,8/7/2021,19989.88,6459.5,4455.72,No
Phillip Duncan,1990,Female,garciamelissa@example.com,C02,E05,Online,KOL,P01,10/22/2019,11/15/2019,10/22/2019,24468.72,2886.04,30501.82,No
Michael Nielsen,1993,Female,katie89@example.org,C01,E04,Online,Social Media,P04,12/4/2023,12/15/2023,12/4/2023,19974.05,2088.39,13728.42,Yes
